Order,Property Id,DOF Gross Floor Area,Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Water Intensity (All Water Sources) (gal/ft²),Latitude,Longitude,Community Board,Census Tract,log_Direct GHG Emissions (Metric Tons CO2e),log_Water Intensity (All Water Sources) (gal/ft²),Borough_Staten Island,Largest Property Use Type_Adult Education,Largest Property Use Type_Automobile Dealership,Largest Property Use Type_Bank Branch,Largest Property Use Type_College/University,Largest Property Use Type_Convenience Store without Gas Station,Largest Property Use Type_Courthouse,Largest Property Use Type_Distribution Center,Largest Property Use Type_Enclosed Mall,Largest Property Use Type_Financial Office,Largest Property Use Type_Hospital (General Medical & Surgical),Largest Property Use Type_Hotel,Largest Property Use Type_K-12 School,Largest Property Use Type_Library,Largest Property Use Type_Mailing Center/Post Office,Largest Property Use Type_Manufacturing/Industrial Plant,Largest Property Use Type_Medical Office,Largest Property Use Type_Movie Theater,Largest Property Use Type_Multifamily Housing,Largest Property Use Type_Museum,Largest Property Use Type_Non-Refrigerated Warehouse,Largest Property Use Type_Other,Largest Property Use Type_Other - Education,Largest Property Use Type_Other - Entertainment/Public Assembly,Largest Property Use Type_Other - Lodging/Residential,Largest Property Use Type_Other - Mall,Largest Property Use Type_Other - Public Services,Largest Property Use Type_Other - Recreation,Largest Property Use Type_Other - Services,Largest Property Use Type_Other - Specialty Hospital,Largest Property Use Type_Outpatient Rehabilitation/Physical Therapy,Largest Property Use Type_Parking,Largest Property Use Type_Performing Arts,Largest Property Use Type_Pre-school/Daycare,Largest Property Use Type_Refrigerated Warehouse,"Largest Property Use Type_Repair Services (Vehicle, Shoe, Locksmith, etc.)",Largest Property Use Type_Residence Hall/Dormitory,Largest Property Use Type_Residential Care Facility,Largest Property Use Type_Restaurant,Largest Property Use Type_Retail Store,Largest Property Use Type_Self-Storage Facility,Largest Property Use Type_Senior Care Community,Largest Property Use Type_Social/Meeting Hall,Largest Property Use Type_Strip Mall,Largest Property Use Type_Supermarket/Grocery Store,Largest Property Use Type_Urgent Care/Clinic/Other Outpatient,Largest Property Use Type_Wholesale Club/Supercenter,Largest Property Use Type_Worship Facility,score
5214,2793010,167900.0,1942,1,100,67.8,4.6,0.1,,40.802019,-73.94337900000001,11.0,198.0,6.239690878789655,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
5222,4062644,55770.0,1927,1,100,92.5,17.5,0.4,15.23,40.804860999999995,-73.940656,11.0,198.0,4.799914262780603,2.7232671669070703,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5244,3499429,78087.0,1930,1,100,42.0,6.5,0.1,37.95,40.80083,-73.937926,11.0,196.0,4.589040804058207,3.636269503841639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5245,2811580,358400.0,1972,1,100,75.6,15.0,0.3,96.02,40.801915,-73.939229,11.0,196.0,6.23421462806111,4.564556503102795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5263,2813738,76941.0,2007,1,100,76.8,6.2,0.6,92.09,40.798958,-73.938328,11.0,188.0,5.417876601605676,4.522766359733276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5265,4865120,62791.0,1992,1,100,112.9,14.4,0.7,165.31,40.800885,-73.93705899999999,11.0,194.0,5.337057194863967,5.107822499064921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5266,2710775,285185.0,1972,1,100,152.3,10.0,1.1,407.7,40.801859,-73.937148,11.0,194.0,7.474828902286714,6.0105316098252075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5274,2820273,91256.0,2004,1,100,76.5,11.0,0.4,,40.804821999999994,-73.93444000000001,11.0,242.0,5.21330399222108,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5275,4124879,137456.0,2004,1,100,35.0,9.0,0.1,,40.80422,-73.93256600000001,11.0,242.0,3.456316680883235,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5286,4411928,57516.0,1904,1,100,78.1,4.5,0.0,106.36,40.800821,-73.952803,10.0,216.0,5.5671988095361,4.666829566374819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5290,3249589,64869.0,1926,1,100,80.5,,,66.33,40.802171,-73.95257099999999,10.0,218.0,5.931449114697996,4.194642283537465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5303,5819946,91601.0,1900,1,100,66.8,8.0,0.4,41.37,40.802797999999996,-73.95654,10.0,216.0,5.393627546352362,3.72255598047332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5305,5877304,50128.0,2010,1,100,53.4,5.1,0.4,33.21,40.803251,-73.95620799999999,10.0,218.0,4.71492104994721,3.5028510353886553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5309,2797682,133915.0,1927,1,100,133.4,7.8,0.4,69.53,40.792165999999995,-73.965857,7.0,181.0,6.18517928773138,4.2417583141109265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5319,4040862,232452.0,2007,1,100,108.8,17.4,0.5,46.42,40.794559,-73.966272,7.0,185.0,6.544774782480128,3.837730400846291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5326,2672616,201723.0,1929,1,100,24.8,2.0,0.0,20.22,40.796791999999996,-73.960954,7.0,189.0,6.209193465720693,3.006672213592325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5334,2682205,112493.0,1982,4,100,77.1,4.3,0.7,100.94,40.800319,-73.96024799999999,7.0,193.0,5.936216072877503,4.614526280912116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5351,2656188,204468.0,1966,1,100,65.1,4.6,0.5,42.54,40.794415,-73.969071,7.0,185.0,6.1796024892233765,3.750444809772091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5356,4040942,632743.0,2007,1,100,131.1,15.3,0.8,33.7,40.794568,-73.96629,7.0,185.0,7.829391697181045,3.517497837358316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5364,2682199,170050.0,1982,1,100,71.8,6.5,0.4,,40.800111,-73.96491400000001,7.0,193.0,5.944372939574132,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5365,2587543,113886.0,1921,1,100,23.5,5.0,0.1,0.96,40.800158,-73.962967,7.0,193.0,3.5667118201397288,-0.040821994520255166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
5368,2814657,117276.0,1908,1,100,32.2,4.1,0.2,61.7,40.801969,-73.9615,7.0,193.0,4.730039168033961,4.122283930911342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5378,2975450,173668.0,1911,1,100,17.2,4.5,0.0,34.65,40.795617,-73.971064,7.0,183.0,2.186051276738094,3.5452977256359124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5389,2665178,87305.0,1925,1,100,155.2,10.4,1.3,210.44,40.797011,-73.970055,7.0,187.0,6.306640183868685,5.349200576862606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5394,4040451,259607.0,1926,1,100,79.5,5.4,0.1,36.52,40.797437,-73.969741,7.0,187.0,7.066466970136958,3.597860055726768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5396,2817507,82172.0,1931,1,100,99.8,5.7,0.3,42.56,40.797587,-73.967801,7.0,187.0,6.013226038889495,3.750914845033389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5397,2742861,61400.0,1920,1,100,108.2,8.2,0.2,58.58,40.798183,-73.96921999999999,7.0,187.0,5.819489282368171,4.070393341399587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5403,2652621,59096.0,1921,1,100,126.1,,,20.67,40.798896,-73.966847,7.0,191.0,6.021993752142805,3.028683373693677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5406,2732753,172176.0,1927,1,100,52.7,3.9,0.4,0.14,40.800253000000005,-73.969064,7.0,191.0,5.87577307261179,-1.9661128563728327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5409,2665412,112541.0,1917,1,100,57.1,3.8,0.5,45.89,40.800195,-73.96806,7.0,191.0,5.675383000134503,3.8262472284067424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5411,2659918,160764.0,1913,1,100,58.1,3.7,,32.23,40.800757,-73.967955,7.0,191.0,6.329007638730688,3.4728976958273465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5418,2664316,120968.0,2005,1,100,93.7,12.1,0.6,33.93,40.801811,-73.967825,7.0,195.0,5.863915226161007,3.5242995787961386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5432,2674115,88930.0,1941,1,100,66.0,3.3,0.2,50.99,40.8031,-73.963782,9.0,199.0,5.844703165712578,3.9316295350670645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5442,3106292,59018.0,1950,1,100,11.2,1.7,0.0,,40.805496999999995,-73.965721,9.0,199.0,2.954910279033736,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5446,2977466,56780.0,1909,1,100,7.7,1.0,0.0,,40.805347999999995,-73.963589,9.0,199.0,2.5877640352277083,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5449,4020016,89365.0,1932,1,100,51.5,5.5,,,40.804984999999995,-73.962412,9.0,199.0,-inf,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5474,2738347,198628.0,1928,1,100,78.9,4.6,0.6,42.48,40.798013,-73.97120699999999,7.0,187.0,6.333989855442272,3.749033376933683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5477,2815308,143604.0,1925,1,100,66.2,3.1,0.6,,40.799268,-73.970293,7.0,191.0,6.152732694704104,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5493,2979203,75524.0,1936,1,100,71.6,2.9,0.0,31.63,40.801778999999996,-73.9685,7.0,195.0,5.948817972386509,3.4541060373175574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5506,2686213,164315.0,1908,1,100,113.0,8.0,0.1,,40.804224,-73.966675,9.0,199.0,6.9071550989101045,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5520,2797692,263040.0,1925,1,100,64.1,3.9,0.6,35.06,40.808028,-73.966687,9.0,205.0,6.557630265907138,3.5570608794930885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5534,4411887,121000.0,1940,1,100,26.1,1.4,0.0,13.96,40.808451,-73.947112,10.0,222.0,5.265794174842477,2.6361960973342264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5540,2797699,64066.0,2008,1,100,103.0,9.8,0.7,100.29,40.811640000000004,-73.94636899999999,10.0,224.0,5.105339229565553,4.608065989100117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5547,4833365,55230.0,1989,1,100,117.6,7.1,0.1,,40.803678000000005,-73.952704,10.0,218.0,5.920237037819614,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5564,5765349,148355.0,1922,1,95,80.4,3.6,0.7,,40.809342,-73.949217,10.0,222.0,6.283574302886914,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5600,3895508,50706.0,1921,1,65,51.0,,,,40.810386,-73.95287900000001,9.0,20901.0,4.891851758106289,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5601,4478227,310000.0,2000,1,95,103.5,25.2,0.2,27.84,40.810190999999996,-73.952995,10.0,257.0,5.489350863944013,3.326473835466219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5643,4408910,476512.0,1910,7,100,192.0,18.0,1.3,,40.810628,-73.961972,9.0,203.0,8.128054085906847,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5648,2961640,127711.0,1929,1,100,55.2,6.3,0.0,22.91,40.811921000000005,-73.96103199999999,9.0,211.0,6.487988386163113,3.1315734964654043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5666,4414141,53952.0,1918,1,100,10.4,3.3,,50.77,40.819028,-73.955843,9.0,219.0,-inf,3.927305628959303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
5668,4408847,50452.0,1914,1,100,1.7,0.5,,24.99,40.819459,-73.955528,9.0,22301.0,-inf,3.218475744846861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
5673,2777318,103544.0,1989,1,100,99.6,16.4,0.4,9.02,40.810623,-73.962293,9.0,205.0,5.6185876285929695,2.199444334074532,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5682,4046066,140460.0,1924,2,100,50.6,6.2,0.2,17.54,40.811972999999995,-73.961021,9.0,211.0,7.173805051306804,2.864483986944037,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5686,2717266,55062.0,1926,1,100,84.1,6.4,0.1,36.03,40.815354,-73.95983000000001,9.0,211.0,5.6736668507515775,3.5843519247600018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5697,3117534,210000.0,1950,1,100,137.1,26.2,0.5,14.51,40.817892,-73.957719,9.0,219.0,6.094697801749634,2.6748380668960965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5698,5532336,79708.0,1920,1,0,0.0,0.0,0.0,,40.817648,-73.956877,9.0,219.0,-inf,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
5703,2587389,86625.0,1925,1,100,34.1,4.6,0.2,1.14,40.820365,-73.95859499999999,9.0,22302.0,4.430816798843313,0.131028262406404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
5708,2745822,59316.0,1900,1,100,125.1,7.4,1.1,101.7,40.821555,-73.954544,9.0,22301.0,5.888046587909494,4.622027303054514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5754,4952650,309027.0,2003,1,100,58.8,10.2,0.3,27.15,40.822891999999996,-73.942071,10.0,259.0,5.978379307559327,3.3013770463799443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5764,4489369,50613.0,1930,1,100,158.6,12.4,0.3,,40.823563,-73.94499300000001,9.0,227.0,6.008567455007644,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5766,5948053,132300.0,1900,1,100,132.5,9.1,1.1,,40.823321,-73.945088,9.0,227.0,6.320048610880189,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5769,2669470,225667.0,1956,1,100,125.8,4.7,0.0,45.25,40.823917,-73.944462,9.0,231.0,7.558308061909662,3.8122026701459353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5793,3580453,65212.0,1922,1,100,104.1,,,175.22,40.821965999999996,-73.952477,9.0,225.0,5.671603576291966,5.166042327238218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5794,2653499,103192.0,1922,1,100,67.9,3.4,,66.68,40.821952,-73.952463,9.0,225.0,6.132964109381682,4.199905057882593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5799,2665415,69202.0,1941,1,100,125.6,5.2,1.2,33.0,40.823008,-73.95067,9.0,225.0,6.028278520230698,3.4965075614664802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5800,2665418,91274.0,1982,1,100,90.4,3.6,0.8,,40.823978000000004,-73.95223,9.0,225.0,6.011022046323513,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5804,2675769,61540.0,1908,1,100,166.6,8.8,0.1,126.51,40.826576,-73.950328,9.0,229.0,6.431331081933479,4.840321356426578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5808,4040773,57502.0,1920,1,100,134.1,10.9,1.0,112.39,40.828058,-73.94925,9.0,233.0,5.820379622240015,4.721974965530176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5810,3957383,66720.0,1920,1,100,2.9,,,49.95,40.828539,-73.945206,9.0,237.0,2.1972245773362196,3.9110225050945626,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5815,2789711,55670.0,1926,1,100,90.3,3.6,0.0,92.53,40.822853,-73.95374100000001,9.0,225.0,5.922650231107622,4.527532916260939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5830,2665431,68735.0,1983,1,100,96.0,3.4,0.9,,40.825608,-73.951062,9.0,229.0,5.990464046774399,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5835,4040789,72099.0,1915,1,100,111.4,5.8,1.0,,40.827202,-73.94989699999999,9.0,233.0,5.940697430054329,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5841,2746130,57612.0,1920,1,100,87.4,6.4,0.7,,40.829271000000006,-73.948389,9.0,233.0,5.463407986413629,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5878,2672778,84651.0,1929,1,100,12.2,3.4,,,40.840567,-73.936392,12.0,249.0,-inf,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5883,2747965,99076.0,1910,1,100,78.4,9.0,0.1,,40.833830999999996,-73.945036,12.0,241.0,5.950121583573599,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5889,2789678,61218.0,1910,1,100,103.9,6.0,0.6,,40.835617,-73.943729,12.0,245.0,5.863915226161007,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5899,2665443,50412.0,1958,1,100,91.0,6.2,0.9,,40.837333,-73.94006,12.0,245.0,5.263208189434469,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
