Order,Property Id,DOF Gross Floor Area,Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Water Intensity (All Water Sources) (gal/ft²),Latitude,Longitude,Community Board,Census Tract,log_Direct GHG Emissions (Metric Tons CO2e),log_Water Intensity (All Water Sources) (gal/ft²),Borough_Staten Island,Largest Property Use Type_Adult Education,Largest Property Use Type_Automobile Dealership,Largest Property Use Type_Bank Branch,Largest Property Use Type_College/University,Largest Property Use Type_Convenience Store without Gas Station,Largest Property Use Type_Courthouse,Largest Property Use Type_Distribution Center,Largest Property Use Type_Enclosed Mall,Largest Property Use Type_Financial Office,Largest Property Use Type_Hospital (General Medical & Surgical),Largest Property Use Type_Hotel,Largest Property Use Type_K-12 School,Largest Property Use Type_Library,Largest Property Use Type_Mailing Center/Post Office,Largest Property Use Type_Manufacturing/Industrial Plant,Largest Property Use Type_Medical Office,Largest Property Use Type_Movie Theater,Largest Property Use Type_Multifamily Housing,Largest Property Use Type_Museum,Largest Property Use Type_Non-Refrigerated Warehouse,Largest Property Use Type_Other,Largest Property Use Type_Other - Education,Largest Property Use Type_Other - Entertainment/Public Assembly,Largest Property Use Type_Other - Lodging/Residential,Largest Property Use Type_Other - Mall,Largest Property Use Type_Other - Public Services,Largest Property Use Type_Other - Recreation,Largest Property Use Type_Other - Services,Largest Property Use Type_Other - Specialty Hospital,Largest Property Use Type_Outpatient Rehabilitation/Physical Therapy,Largest Property Use Type_Parking,Largest Property Use Type_Performing Arts,Largest Property Use Type_Pre-school/Daycare,Largest Property Use Type_Refrigerated Warehouse,"Largest Property Use Type_Repair Services (Vehicle, Shoe, Locksmith, etc.)",Largest Property Use Type_Residence Hall/Dormitory,Largest Property Use Type_Residential Care Facility,Largest Property Use Type_Restaurant,Largest Property Use Type_Retail Store,Largest Property Use Type_Self-Storage Facility,Largest Property Use Type_Senior Care Community,Largest Property Use Type_Social/Meeting Hall,Largest Property Use Type_Strip Mall,Largest Property Use Type_Supermarket/Grocery Store,Largest Property Use Type_Urgent Care/Clinic/Other Outpatient,Largest Property Use Type_Wholesale Club/Supercenter,Largest Property Use Type_Worship Facility
879,3109800,61451.0,1989,1,100,50.7,15.7,,,40.71285,-73.994449,3.0,8.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4272,2670604,79341.0,1938,1,100,73.8,6.4,0.0,,40.775465999999994,-73.96483,8.0,130.0,1.308332819650179,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14186,4940493,110538.0,1941,1,95,76.5,3.9,0.7,79.67,,,,,5.9137732393921105,4.3778931033922746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2703,2811093,172075.0,1916,1,100,51.4,10.6,,,40.760103,-73.98397299999999,5.0,125.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14213,4414147,55722.0,1952,1,100,126.0,5.6,1.1,71.84,,,,,5.689683550276699,4.274441423993944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,2669784,112259.0,1908,1,100,74.7,14.9,0.2,0.0,40.744178999999995,-73.989902,5.0,58.0,4.9788005705762375,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3872,1479144,516710.0,1983,1,100,58.1,13.8,,11.13,40.758590000000005,-73.96875899999999,6.0,100.0,,2.4096441652874536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2066,4372225,64577.0,1900,1,90,105.3,13.7,0.1,117.34,40.747465999999996,-73.98621,5.0,76.0,5.733664849138071,4.765075703497714,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9826,4919678,191889.0,2003,1,100,68.5,5.7,0.5,48.15,40.709319,-73.968497,1.0,547.0,6.10412336524692,3.8743211382441345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11103,2809653,67488.0,1936,1,100,84.9,3.0,0.8,60.86,40.619057,-74.039897,10.0,5202.0,5.585749407744609,4.108576144468825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8436,4046334,66075.0,1930,1,100,83.4,,,70.48,40.855503999999996,-73.863827,11.0,228.0,5.562986664690745,4.255328981627924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13806,5218290,71150.0,1926,1,100,77.1,3.6,0.1,81.65,,,,,5.950121583573599,4.402441819416474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,5864819,127879.0,1911,1,100,98.8,21.5,0.3,61.4,40.717217,-74.000602,1.0,31.0,5.12455904041457,4.117409835153096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10818,5802568,106500.0,1941,1,100,73.3,2.9,0.7,48.1,40.642087,-73.973876,12.0,494.0,5.903725632799975,3.8732821771117156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1597,5033153,93661.0,1929,1,100,65.3,8.3,0.0,,40.755792,-73.99225,4.0,115.0,5.537334267018537,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4533,4910138,58480.0,1960,1,100,78.6,1.5,0.0,72.07,40.769574,-73.957786,8.0,126.0,1.252762968495368,4.27763786893635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8088,5858052,96443.0,1931,1,100,77.0,3.9,0.1,,40.879456,-73.87511500000001,7.0,431.0,6.099197246910864,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7915,4926067,63836.0,1927,1,100,113.7,4.2,0.0,,40.874262,-73.886703,7.0,411.0,6.15251990610877,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8400,2810725,57500.0,1953,1,100,15.8,3.2,0.0,91.7,40.856993,-73.855347,11.0,288.0,2.5952547069568657,4.51852237926242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1042,5042461,107896.0,1900,1,100,62.1,15.0,0.1,15.2,40.721323,-73.997987,2.0,45.0,4.26549281841793,2.7212954278522306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8031,5090184,70000.0,1926,1,100,115.9,3.5,0.0,41.78,40.875858,-73.880549,7.0,419.0,6.291939441358515,3.7324177561284198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1966,4410378,193412.0,1886,1,90,75.9,17.7,0.0,13.13,40.739425,-73.991141,5.0,54.0,5.488110938180692,2.574899688314705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14640,4409117,64415.0,1976,1,100,179.6,12.4,1.5,89.25,,,,,6.160574209929706,4.491441420659749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7022,4842737,69600.0,1942,1,100,28.6,5.2,0.1,14.06,40.843216999999996,-73.905889,4.0,22902.0,3.696351468952637,2.643333886382519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10027,3485535,79352.0,1930,1,100,58.0,8.8,0.1,,40.710477000000004,-73.934421,1.0,485.0,5.101085197018328,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13740,2671371,226136.0,1962,1,100,100.4,5.7,0.9,56.62,,,,,6.879355804460439,4.036362279683754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5235,2812136,201276.0,1975,1,100,132.4,13.9,0.9,,40.800055,-73.940585,11.0,182.0,6.905252148764019,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12212,5034712,58992.0,1930,1,100,48.5,3.7,0.4,3.67,,,,,4.761318868478023,1.3001916620664788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4520,2745640,80056.0,1963,1,100,79.0,5.5,0.0,,40.767905,-73.958332,8.0,126.0,5.876895092364846,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6412,4520863,177094.0,1931,1,100,82.7,17.3,0.3,,40.816133,-73.917503,1.0,71.0,5.363636832668679,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4984,5847746,174927.0,1986,1,100,130.9,12.3,0.9,53.75,40.776305,-73.947997,8.0,14402.0,6.586309576377547,3.984343667007772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11611,4498790,50400.0,1939,1,100,106.3,7.8,0.9,38.64,40.603386,-73.95800600000001,15.0,556.0,5.365040998590945,3.654288009344317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9395,3538742,82008.0,1905,1,100,67.5,3.0,0.6,,40.676241999999995,-73.94713,8.0,315.0,5.6164073951712,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13786,4403574,55689.0,1996,1,100,81.2,9.3,0.5,68.24,,,,,5.004617221770693,4.223030903183424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14839,3236223,74107.0,2006,1,100,55.9,12.1,0.2,47.2,40.612403,-74.17549,2.0,29102.0,4.0809215418899605,3.8543938925915096,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3946,2705153,68564.0,1928,1,100,87.3,6.0,0.0,46.7,40.754218,-73.970865,6.0,90.0,5.882486384538237,3.8437441646748516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4281,2667240,231346.0,1958,1,100,36.3,9.3,0.0,41.75,40.77554,-73.962685,8.0,142.0,3.6888794541139363,3.7316994512968646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6113,4897393,119788.0,1929,1,95,124.6,4.8,0.8,154.33,40.859089000000004,-73.927688,12.0,283.0,6.60934924316738,5.03909316691274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4493,2702118,142209.0,1996,1,100,98.4,9.8,0.7,31.3,40.763595,-73.962154,8.0,110.0,5.818003618746224,3.4436180975461075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10592,3537406,72000.0,1956,1,100,150.4,,,98.35,40.647878000000006,-73.962789,14.0,512.0,6.37519516307014,4.5885325448350684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8005,4526624,52001.0,1927,1,100,102.5,3.6,1.0,,40.882892,-73.879933,7.0,431.0,5.514234872770507,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11669,3222212,119662.0,1953,1,100,81.0,5.2,0.7,55.13,40.593173,-73.939512,15.0,59402.0,5.989212012054688,4.009694032601592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5515,2809824,108401.0,1968,1,100,56.3,0.8,0.6,,40.806948999999996,-73.96709200000001,9.0,199.0,5.705780477318874,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13605,3128591,130500.0,1962,1,100,25.5,4.3,0.1,109.31,,,,,4.255612709818223,4.694187882305744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11173,2952770,62500.0,1935,1,100,70.0,2.9,0.6,46.7,40.603515,-73.99216700000001,11.0,296.0,5.444147814759576,3.8437441646748516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3919,2694168,559755.0,1960,1,90,68.0,13.3,0.0,20.63,40.751616999999996,-73.97381899999999,6.0,88.0,2.760009940032921,3.0267463270831603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4015,4626438,90605.0,1970,1,100,143.4,21.6,,23.72,40.752555,-73.970202,6.0,90.0,,3.1663185741295248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4889,2805186,99039.0,1985,1,100,73.3,6.1,0.6,,40.775859000000004,-73.956132,8.0,138.0,5.688668836846153,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10912,3520583,105840.0,1931,1,100,124.0,2.8,1.2,97.66,40.618485,-73.992673,11.0,252.0,6.606920419952056,4.581492058633514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7854,2977498,81315.0,1973,1,100,87.0,4.0,0.1,110.14,40.86547,-73.891472,7.0,40502.0,6.177113893994611,4.7017522838343355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1901,2668350,108214.0,1923,1,100,55.0,8.8,0.0,19.54,40.751677,-73.98823399999999,5.0,109.0,5.284218442168535,2.972463646614637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6639,2950914,68200.0,1922,1,100,30.9,4.5,0.1,,40.833985,-73.91823199999999,4.0,197.0,4.231203744939298,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11184,2614192,109640.0,1962,1,100,67.0,4.2,0.6,,40.602524,-73.996827,11.0,290.0,5.711750644305378,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3312,2543952,177679.0,1906,1,100,67.9,5.5,0.5,25.6,40.787023,-73.968085,7.0,173.0,6.134048590563775,3.242592351485517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10012,2815549,67125.0,1940,1,100,40.8,5.0,0.3,,40.707522999999995,-73.929237,1.0,453.0,4.400603020246817,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3780,4038140,125495.0,1922,1,90,24.7,7.1,,22.83,40.761081,-73.97323,5.0,102.0,,3.1280754605417043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7764,4926029,76860.0,1923,1,100,17.0,3.4,0.1,60.59,40.871272999999995,-73.90248000000001,8.0,273.0,3.0252910757955354,4.104129862956897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3244,3104707,478828.0,2009,1,100,72.2,11.0,0.3,30.41,40.774566,-73.99132,7.0,151.0,6.807050574860505,3.4147715016892732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11265,2817653,64200.0,1941,1,100,106.1,,,52.06,40.613853000000006,-73.968524,12.0,440.0,5.802420444553201,3.9523968995664194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13234,3120977,104778.0,1970,1,100,57.5,2.8,0.5,37.73,,,,,5.85821882796062,3.6304555339762192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12895,5846809,235440.0,1962,4,100,79.6,5.4,0.6,46.28,,,,,6.621938133139868,3.834709902325476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,4408948,336025.0,1931,1,70,60.1,12.5,,12.27,40.703953999999996,-74.01159200000001,1.0,9.0,,2.50715725872282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800,4043732,66937.0,2008,1,100,47.4,5.7,0.3,14.95,40.742628,-73.994197,4.0,91.0,4.65586330030361,2.7047112998366956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10636,4404852,63000.0,1926,1,80,130.9,5.4,1.1,,40.645831,-73.962401,14.0,512.0,5.966146739123692,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3112,4903083,236544.0,1977,1,100,112.1,9.0,0.9,40.87,40.776486,-73.98214200000001,7.0,153.0,6.829901839777273,3.7103962975761857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12872,4039525,253093.0,1963,1,100,69.0,6.0,0.5,115.81,,,,,6.568358770843678,4.751950917196286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8105,2750238,151800.0,1958,1,100,53.0,2.6,0.0,30.66,40.898874,-73.874073,12.0,44901.0,6.18353014285133,3.422958873443668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2317,2738906,86314.0,1985,1,100,88.7,10.9,0.0,,40.74883,-73.982171,6.0,82.0,0.5877866649021191,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3441,2638860,80328.0,1924,1,100,61.1,4.0,0.5,24.53,40.788416999999995,-73.978184,7.0,171.0,5.303802296778606,3.199896858270398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2663,3544491,362850.0,1931,1,85,71.0,12.3,0.0,,40.754927,-73.98666,5.0,113.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1956,4038982,78000.0,1908,1,100,68.5,11.3,0.3,19.55,40.738999,-73.992989,5.0,54.0,4.844187086458591,2.972975286431375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6003,2590314,52326.0,1927,1,100,72.9,0.7,0.8,54.68,40.847544,-73.94064,12.0,255.0,5.449320240084564,4.001498011855749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11442,5802580,51000.0,1935,1,100,85.0,3.3,0.8,62.27,40.610845,-73.952984,15.0,550.0,5.322033893165353,4.13147976888436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7934,4115738,150000.0,1922,1,100,14.5,2.8,0.0,,40.866413,-73.894132,7.0,40304.0,3.966511190712216,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2873,4921985,64020.0,1942,1,100,79.9,4.8,0.2,76.91,40.763765,-73.985694,4.0,133.0,5.583872177983643,4.342635907068963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10927,4042560,51840.0,1929,1,100,112.2,4.9,1.0,73.68,40.635293,-73.988265,12.0,234.0,5.59879226079857,4.299731391947051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4020,2694688,139405.0,1928,1,100,62.6,11.4,0.0,14.97,40.752835,-73.96949000000001,6.0,90.0,5.648269764725942,2.706048198431537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5391,4344097,107869.0,1926,1,100,82.6,4.2,0.7,42.31,40.797498,-73.971558,7.0,187.0,5.9707515055104405,3.7450234647319762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11558,2800989,76000.0,1963,1,100,95.3,5.4,0.1,11.99,40.590984999999996,-73.975685,15.0,386.0,6.162261618049983,2.4840729690394228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
